Id,LotArea,OverallQual,T_Bath,T_Br,Fireplaces,GarageCars,Ppf_Adj,T_Sf,SalePrice
2405,9600,1.1,2,3,1,2,129.25,1899.84,0
2406,8760,1.1,2,2,0,1,129.25,1674.48,0
2407,6860,0.95,2,3,0,1,111.625,1598.96,0
2408,8250,0.95,2,3,0,2,111.625,1664.76,0
2409,9100,0.95,1,3,1,1,111.625,1464.32,0
2410,9736,1.1,1,4,3,2,129.25,2367.72,0
2411,9770,0.95,2,2,0,1,111.625,1381.44,0
2412,12198,0.95,1,3,1,1,111.625,2256.84,0
2413,10050,0.95,2,3,0,1,111.625,1654.4,0
2414,11556,0.95,2,3,0,1,111.625,1574.96,0
2415,8078,0.95,2,4,0,2,111.625,1996.8,0
2416,10950,1.1,1,2,0,2,129.25,1401.78,0
2417,7942,1.1,2,3,0,1,129.25,1684.8,0
2418,8540,0.95,2,3,0,1,111.625,1554.98,0
2419,7150,0.9,2,4,0,1,105.75,1924.2,0
2420,8400,0.95,2,3,2,1,111.625,1504.9,0
2421,9532,0.9,2,3,1,1,105.75,2423.06,0
2422,15783,0.95,1,2,0,1,111.625,1541.2,0
2423,14190,0.9,2,3,0,0,105.75,1950.84,0
2424,12099,0.95,2,3,1,1,111.625,2263.8,0
2425,21281,0.95,4,4,0,3,111.625,3787.68,0
2426,10284,0.9,3,1,0,2,105.75,1975.92,0
2427,10800,0.95,2,3,0,0,111.625,1829.68,0
2428,10090,1.15,3,4,2,1,135.125,2530.7,0
2429,8700,0.95,2,3,0,1,111.625,1210.88,0
2430,8300,1.1,2,3,0,1,129.25,1542.24,0
2431,7200,0.95,2,3,1,1,111.625,1763.6,0
2432,7500,0.95,2,3,0,1,111.625,1526.36,0
2433,7315,0.95,2,3,1,1,111.625,1845.1,0
2434,7903,0.95,3,3,0,1,111.625,1841.02,0
2435,8000,0.95,2,3,2,1,111.625,2188.24,0
2436,7000,0.95,1,3,0,1,111.625,925,0
2437,6600,0.95,1,2,0,1,111.625,1330.72,0
2438,6760,0.95,2,3,1,1,111.625,1664.6,0
2439,6978,0.95,1,2,0,2,111.625,1300.08,0
2440,6000,1.1,1,3,0,2,129.25,1780.44,0
2441,4480,0.95,2,2,1,1,111.625,1689.24,0
2442,3153,0.95,1,2,1,1,111.625,1260.64,0
2443,7200,0.95,1,2,2,2,111.625,1298.24,0
2444,9000,0.95,1,2,1,2,111.625,1538.84,0
2445,5925,0.9,1,3,0,1,105.75,1578.88,0
2446,9639,0.9,3,4,0,2,105.75,2239.8,0
2447,10337,1.15,3,3,0,2,135.125,1975,0
2448,9863,1.1,3,4,1,1,129.25,1983.88,0
2449,4571,0.95,1,3,0,2,111.625,1766.64,0
2450,8398,1.1,2,3,0,2,129.25,2161.66,0
2451,3600,0.95,2,3,1,1,111.625,1683.4,0
2452,13500,1.15,2,3,1,2,135.125,2933.72,0
2453,8626,0.9,1,2,0,1,105.75,968,0
2454,11800,0.9,2,1,1,1,105.75,1414,0
2455,6854,0.95,2,1,1,1,111.625,1598.64,0
2456,8674,0.95,2,3,0,1,111.625,2025.6,0
2457,6125,0.95,2,3,0,1,111.625,1750.84,0
2458,6000,1.1,2,3,2,1,129.25,1493.84,0
2459,6120,0.95,1,2,0,1,111.625,1251.2,0
2460,6240,1.1,3,3,1,2,129.25,1885.68,0
2461,6240,0.95,2,4,0,1,111.625,1526.48,0
2462,6240,0.95,1,3,1,1,111.625,1892.32,0
2463,6120,0.95,2,2,0,2,111.625,1628.02,0
2464,7755,1.1,3,4,0,1,129.25,2693.6,0
2465,8850,1.1,1,3,0,2,129.25,1760.96,0
2466,8550,0.95,1,4,0,2,111.625,1526,0
2467,5700,1.15,3,3,1,2,135.125,1708,0
2468,5680,0.95,2,3,0,1,111.625,1426.52,0
2469,5680,0.95,1,2,0,1,111.625,1553.08,0
2470,13200,1.1,3,5,1,2,129.25,2716.98,0
2471,9780,1.15,2,4,2,1,135.125,2792.96,0
2472,10320,1.1,2,3,1,2,129.25,2775.74,0
2473,4330,0.9,3,3,0,2,105.75,1815.96,0
2474,10320,0.9,2,3,0,1,105.75,1928.04,0
2475,12888,1.15,3,3,2,2,135.125,2979.76,0
2476,4484,0.95,2,2,0,1,111.625,1705.46,0
2477,11235,0.95,2,3,0,1,111.625,1738.9,0
2478,11235,0.95,2,2,1,2,111.625,2252.82,0
2479,14299,0.9,2,3,0,2,105.75,1509.78,0
2480,14149,0.95,3,3,1,2,111.625,1563,0
2481,11677,0.95,2,3,0,1,111.625,1746.6,0
2482,8425,0.95,2,2,0,2,111.625,1425.68,0
2483,8665,0.95,1,3,0,1,111.625,1297.32,0
2484,8398,0.95,2,2,0,2,111.625,1510.14,0
2485,8169,0.95,2,3,0,1,111.625,1519.26,0
2486,14175,0.95,2,3,1,1,111.625,2030.92,0
2487,16779,0.95,3,4,1,2,111.625,3470.58,0
2488,6960,1.15,2,2,2,1,135.125,1655.72,0
2489,11375,1.1,1,3,1,2,129.25,2118.24,0
2490,13770,0.95,2,3,2,1,111.625,1861.66,0
2491,9000,0.9,1,3,0,2,105.75,1121.2,0
2492,11075,1.1,2,3,1,2,129.25,2422.2,0
2493,17541,0.95,2,3,1,2,111.625,1575.12,0
2494,22692,0.95,2,3,1,2,111.625,2181.22,0
2495,17808,0.9,1,2,0,1,105.75,1377.52,0
2496,12671,1.1,3,4,2,2,129.25,3039.46,0
2497,10512,1.1,2,3,0,1,129.25,2303.82,0
2498,5400,0.95,2,3,0,1,111.625,1259.94,0
2499,11515,0.9,1,3,0,1,105.75,995.8,0
2500,3869,0.95,2,2,0,1,111.625,1765.56,0
2501,9280,0.95,2,4,0,1,111.625,1907.14,0
2502,11100,0.95,2,4,1,1,111.625,2209.44,0
2503,7550,0.9,2,4,0,1,105.75,1628.28,0
2504,23920,1.1,2,4,1,2,129.25,3177.96,0
2505,9317,1.15,4,3,1,2,135.125,2548.78,0
2506,9178,1.15,2,3,1,3,135.125,2292.8,0
2507,10481,1.15,3,3,0,3,135.125,2851.84,0
2508,10235,1.15,2,3,1,3,135.125,2285.12,0
2509,11750,1.15,2,3,0,3,135.125,2111.44,0
2510,8760,1.15,2,3,1,2,135.125,2051.72,0
2511,7242,1.15,2,2,0,2,135.125,1702.4,0
2512,9316,1.15,3,3,0,2,135.125,2234.88,0
2513,8883,1.15,4,3,1,2,135.125,2642.9,0
2514,20064,1.15,3,0,2,2,135.125,2755.36,0
2515,14217,0.95,2,3,0,2,111.625,1495.16,0
2516,10021,1.1,4,3,0,2,129.25,1803.14,0
2517,8428,0.95,2,3,0,1,111.625,1573.84,0
2518,16561,0.95,3,3,0,1,111.625,1786.66,0
2519,10820,1.15,3,3,1,2,135.125,2493.6,0
2520,12352,1.15,4,3,1,2,135.125,2267.96,0
2521,9543,1.15,3,3,0,2,135.125,2009,0
2522,8826,1.15,4,3,1,2,135.125,2604.06,0
2523,11800,0.95,1,3,0,2,111.625,1361.34,0
2524,8660,0.95,2,3,1,2,111.625,1561.16,0
2525,9720,0.95,2,3,1,2,111.625,1544.3,0
2526,8982,0.95,2,3,0,2,111.625,1514.46,0
2527,16300,0.95,2,3,0,1,111.625,1314.46,0
2528,9675,0.95,1,3,0,2,111.625,1444,0
2529,7200,0.95,2,3,0,2,111.625,1433.26,0
2530,7200,0.9,1,3,0,2,105.75,1338.98,0
2531,11354,1.15,3,3,1,2,135.125,2977.36,0
2532,8749,1.15,4,3,1,2,135.125,2524.48,0
2533,8158,1.15,3,3,0,2,135.125,2267.24,0
2534,11927,1.15,2,3,1,2,135.125,2429.3,0
2535,12728,1.15,4,4,1,2,135.125,3489.56,0
2536,15295,1.15,4,3,2,2,135.125,2661.48,0
2537,17227,1.15,3,1,1,2,135.125,2248.38,0
2538,8145,1.15,3,3,0,2,135.125,1710.64,0
2539,8769,1.15,3,2,0,2,135.125,1855.18,0
2540,8334,1.1,2,3,1,2,129.25,1720.8,0
2541,8333,1.15,3,3,1,2,135.125,1785.64,0
2542,9045,0.95,3,3,0,2,111.625,1783.04,0
2543,9825,0.95,2,2,1,1,111.625,1775.52,0
2544,8308,0.9,1,2,0,2,105.75,1723.46,0
2545,16287,0.95,2,3,1,2,111.625,1781.02,0
2546,8240,1.1,1,2,0,2,129.25,1509.12,0
2547,6285,1.1,2,3,1,2,129.25,1630.08,0
2548,9555,0.95,3,5,0,2,111.625,2233,0
2549,7023,0.95,4,3,0,2,111.625,1889.26,0
2550,39290,10,5,2,2,3,1175,8621.64,0
2551,3675,1.1,2,2,0,2,129.25,1419.14,0
2552,6400,0.95,2,2,0,1,111.625,1660.48,0
2553,6882,0.9,2,2,0,0,105.75,1152,0
2554,8741,0.95,2,4,0,0,111.625,1605.12,0
2555,10042,1.1,2,2,1,1,129.25,1267.2,0
2556,8172,0.9,1,2,1,1,105.75,1340.48,0
2557,8172,0.9,2,3,0,2,105.75,1463.24,0
2558,10890,0.95,4,6,0,0,111.625,3885.82,0
2559,7223,0.95,1,3,0,1,111.625,1947.98,0
2560,6821,1.1,2,2,1,1,129.25,1804.78,0
2561,4000,1.15,2,2,1,1,135.125,1330.32,0
2562,6720,1.1,1,3,1,1,129.25,1717.56,0
2563,7155,1.1,1,3,1,1,129.25,1755.16,0
2564,7230,1.15,3,4,1,2,135.125,2287.12,0
2565,13108,0.95,2,2,1,2,111.625,1598.96,0
2566,7810,0.9,2,4,1,1,105.75,2111.66,0
2567,6221,0.95,2,3,0,2,111.625,1826.46,0
2568,25485,1.1,2,3,3,2,129.25,3101.12,0
2569,21579,1.1,3,3,2,2,129.25,2371.14,0
2570,1782,1.1,1,2,1,2,129.25,1416.88,0
2571,17871,0.9,2,4,0,2,105.75,2247.68,0
2572,3907,1.15,2,1,0,2,135.125,1583.7,0
2573,20693,1.15,2,3,2,2,135.125,2435.24,0
2574,18044,1.15,3,2,1,2,135.125,3142.28,0
2575,7000,1.1,1,3,0,2,129.25,1570.5,0
2576,7288,0.95,2,3,0,0,111.625,2007.4,0
2577,9060,0.95,2,3,0,NA,111.625,2552.76,0
2578,3672,0.95,1,2,0,1,111.625,1128.96,0
2579,11067,0.8,1,1,0,1,94,875.72,0
2580,8250,0.95,2,4,0,0,111.625,2376,0
2581,6565,0.9,2,3,0,2,105.75,2057.42,0
2582,6060,0.95,1,2,0,1,111.625,1691.98,0
2583,5568,1.15,4,2,1,2,135.125,2770.78,0
2584,12150,1.1,3,2,1,2,129.25,2168.74,0
2585,10000,0.95,2,3,1,3,111.625,2141.1,0
2586,12864,1.15,3,1,1,2,135.125,2479,0
2587,9928,1.15,3,3,1,2,135.125,2396.94,0
2588,8750,1.15,2,3,0,1,135.125,1603,0
2589,8410,1.1,2,2,1,2,129.25,1735.28,0
2590,4054,1.15,3,2,2,2,135.125,2397.54,0
2591,19958,1.1,3,4,1,2,129.25,2700.96,0
2592,8368,1.15,2,3,0,2,135.125,2257.12,0
2593,8298,1.15,2,2,1,2,135.125,2279.58,0
2594,10331,1.15,3,3,0,2,135.125,1842.98,0
2595,6718,1.15,2,2,0,2,135.125,1938,0
2596,11305,1.15,3,2,1,3,135.125,3091.86,0
2597,7777,1.1,2,3,1,2,129.25,1936.48,0
2598,11800,1.15,5,5,1,2,135.125,3177.72,0
2599,12633,10,2,3,1,3,1175,2530.72,0
2600,43500,0.85,1,2,0,4,99.875,2555.92,0
2601,6710,1.1,3,0,0,2,129.25,1538.4,0
2602,1504,0.9,2,3,0,1,105.75,1330.56,0
2603,1533,0.9,2,2,0,1,105.75,1460.7,0
2604,1495,0.9,2,3,0,0,105.75,1426.64,0
2605,1890,0.9,2,3,0,1,105.75,1244.88,0
2606,9129,0.95,2,1,1,2,111.625,1761.7,0
2607,15957,1.1,4,3,1,2,129.25,3006,0
2608,33983,0.95,3,3,2,2,111.625,2892.48,0
2609,8286,0.95,3,3,1,2,111.625,2065.82,0
2610,6723,0.95,2,2,0,0,111.625,1372.08,0
2611,27697,0.9,1,3,0,1,105.75,2402.3,0
2612,11000,0.95,3,3,0,2,111.625,1941.8,0
2613,11625,0.95,2,2,0,1,111.625,1458.32,0
2614,10447,0.95,2,3,0,1,111.625,1393.96,0
2615,11027,1.1,3,2,0,2,129.25,2144.42,0
2616,10533,1.1,2,2,2,1,129.25,1737.06,0
2617,11765,0.95,2,3,1,3,111.625,2632.94,0
2618,39384,1.1,3,1,2,2,129.25,2396,0
2619,11727,1.15,2,3,1,2,135.125,2486.08,0
2620,8238,1.1,4,3,1,2,129.25,2317.68,0
2621,13041,1.1,3,3,1,2,129.25,1956.88,0
2622,9783,1.1,3,3,1,2,129.25,2281.72,0
2623,13128,1.15,3,4,1,2,135.125,2459.92,0
2624,13751,1.15,4,3,1,3,135.125,2959.48,0
2625,13108,1.15,3,4,0,2,135.125,3381.48,0
2626,8076,1.1,3,3,1,2,129.25,1840.7,0
2627,3701,1.15,2,2,0,2,135.125,1670.28,0
2628,16023,1.2,5,3,1,3,141,3749.64,0
2629,18062,10,4,5,1,3,1175,3975.6,0
2630,12292,1.2,3,4,1,3,141,3037.66,0
2631,16052,10,4,4,1,3,1175,3786.04,0
2632,15922,1.2,4,4,1,3,141,3439.88,0
2633,8147,1.2,3,2,1,2,141,2742.7,0
2634,18261,1.2,4,3,2,3,141,3396.28,0
2635,10464,1.1,2,2,1,2,129.25,1774.84,0
2636,10530,1.15,3,4,1,2,135.125,2461.6,0
2637,9927,1.15,2,2,1,2,135.125,2037.22,0
2638,9512,1.15,4,3,1,2,135.125,3051.52,0
2639,10530,1.1,3,3,1,2,129.25,2303.44,0
2640,10000,1.1,2,3,0,2,129.25,1924.54,0
2641,7200,0.9,2,3,0,2,105.75,1373.84,0
2642,8773,1.1,3,2,0,2,129.25,2338.54,0
2643,2760,1.1,2,3,0,2,129.25,1239,0
2644,2160,0.95,2,3,1,2,111.625,1744.68,0
2645,1890,1.1,2,3,0,1,129.25,1264.2,0
2646,1680,1.1,2,2,0,1,129.25,1177.08,0
2647,1680,1.1,2,3,0,1,129.25,1594.16,0
2648,4043,1.1,3,2,1,2,129.25,1847.54,0
2649,7514,0.95,2,3,1,1,111.625,2025.78,0
2650,2280,1.15,3,2,0,1,135.125,1581.68,0
2651,2179,1.1,3,3,1,2,129.25,1741.6,0
2652,16387,1.2,4,4,1,3,141,3541.1,0
2653,16163,1.15,2,2,1,3,135.125,2071.04,0
2654,12228,1.15,2,4,0,3,135.125,2256.28,0
2655,14780,1.2,3,2,1,3,141,3267.7,0
2656,13975,1.2,3,4,1,3,141,2681.92,0
2657,9942,1.2,4,3,1,2,141,3170.64,0
2658,12867,1.15,3,3,1,2,135.125,2860.64,0
2659,10672,1.15,3,4,1,3,135.125,2847.96,0
2660,11643,1.15,4,4,1,3,135.125,3187.92,0
2661,13758,1.2,3,2,1,3,141,2882.4,0
2662,14828,1.2,3,2,1,3,141,2895.18,0
2663,13215,1.15,4,3,1,3,135.125,2858.68,0
2664,5911,1.2,3,2,1,2,141,2332.52,0
2665,7740,1.2,3,1,1,3,141,2756.14,0
2666,6373,1.2,3,2,1,2,141,2479.5,0
2667,10237,1.1,3,3,1,2,129.25,1679.04,0
2668,10237,1.15,3,3,0,2,135.125,1724.24,0
2669,11660,1.1,2,3,0,2,129.25,1761.28,0
2670,11631,1.15,3,4,1,3,135.125,2781.16,0
2671,9073,1.15,3,3,0,2,135.125,1788.24,0
2672,3087,1.15,3,2,1,2,135.125,1936.42,0
2673,2938,1.15,3,2,1,2,135.125,2354.16,0
2674,3072,1.15,3,2,1,2,135.125,2397.78,0
2675,3010,1.15,2,2,0,2,135.125,1524.8,0
2676,9171,1.15,3,3,1,2,135.125,1937.84,0
2677,8658,1.1,3,3,1,2,129.25,2412.84,0
2678,12104,1.15,4,4,0,3,135.125,2903.8,0
2679,9660,1.15,4,3,1,3,135.125,2696.46,0
2680,9545,1.15,4,3,1,3,135.125,2770.5,0
2681,9233,1.2,4,4,1,3,141,3890.16,0
2682,10019,1.15,3,4,1,3,135.125,3760.46,0
2683,17242,1.2,5,4,1,3,141,5309.74,0
2684,10236,1.15,4,4,1,3,135.125,3245.52,0
2685,12585,1.15,4,3,1,3,135.125,3981.6,0
2686,12447,1.15,3,3,1,2,135.125,2456,0
2687,15218,1.15,4,2,1,3,135.125,3036.68,0
2688,10936,1.15,2,3,0,2,135.125,2017.28,0
2689,8640,1.15,2,2,0,2,135.125,1692,0
2690,13162,1.2,5,3,1,3,141,4046.32,0
2691,8125,1.1,3,3,0,2,129.25,1998.64,0
2692,7733,1.1,2,3,0,0,129.25,1512.48,0
2693,11024,1.15,2,3,0,2,135.125,1928.16,0
2694,13072,1.1,2,3,0,0,129.25,1478.88,0
2695,7800,1.15,3,3,0,2,135.125,2108.44,0
2696,7632,1.15,3,3,0,2,135.125,1930.12,0
2697,8304,1.1,3,3,0,2,129.25,2328.48,0
2698,9370,1.1,4,3,0,2,129.25,2621.68,0
2699,7175,1.1,3,2,0,2,129.25,2133.6,0
2700,7175,1.1,2,2,0,2,129.25,1703.48,0
2701,9019,1.1,3,3,0,2,129.25,1623.24,0
2702,9100,0.95,2,3,0,2,111.625,1276.88,0
2703,8927,1.1,2,4,0,2,129.25,1654,0
2704,9240,0.95,1,2,1,2,111.625,1764.04,0
2705,9308,0.95,1,3,0,1,111.625,1447.88,0
2706,8450,0.95,1,3,0,1,111.625,1426.84,0
2707,8638,0.95,2,2,0,2,111.625,1434.66,0
2708,13052,0.95,2,3,0,1,111.625,1552.8,0
2709,8020,0.95,1,3,0,0,111.625,1386.32,0
2710,8789,0.95,1,3,1,1,111.625,1461.38,0
2711,14330,1.15,5,3,4,2,135.125,4142.48,0
2712,11025,1.15,4,3,3,3,135.125,4023,0
2713,3628,1.15,2,1,1,2,135.125,1615.84,0
2714,2544,1.15,3,2,0,2,135.125,1523.8,0
2715,2998,1.1,3,2,0,2,129.25,1881.3,0
2716,4447,1.15,3,2,0,2,135.125,1268.4,0
2717,8314,1.15,3,3,1,1,135.125,2224.92,0
2718,7180,1.15,2,3,1,2,135.125,2219.84,0
2719,13110,0.95,3,2,0,2,111.625,2054.92,0
2720,10140,1.15,3,3,0,2,135.125,2123.86,0
2721,9600,0.95,2,3,0,2,111.625,1603,0
2722,8640,0.95,3,4,0,2,111.625,2518.96,0
2723,9360,1.1,2,2,1,2,129.25,1567.84,0
2724,8400,0.95,2,3,0,1,111.625,1475.72,0
2725,9759,0.95,2,3,0,1,111.625,1803.82,0
2726,9600,0.95,2,3,0,1,111.625,1864.24,0
2727,8800,1.1,3,3,2,1,129.25,2623.06,0
2728,10368,1.1,3,3,1,2,129.25,2259.52,0
2729,9350,0.95,2,4,1,2,111.625,2000.8,0
2730,10800,0.95,2,3,0,1,111.625,1812.32,0
2731,8550,1.1,2,2,1,1,129.25,1420.76,0
2732,9724,0.95,1,2,1,1,111.625,1424.04,0
2733,9600,0.95,2,3,1,2,111.625,2366.94,0
2734,10858,0.95,2,2,1,1,111.625,2359.04,0
2735,9600,0.95,2,3,0,1,111.625,1850.32,0
2736,9462,0.95,2,3,1,1,111.625,2129.92,0
2737,9888,0.95,1,2,0,1,111.625,1504.12,0
2738,8917,0.95,2,4,0,2,111.625,2027.52,0
2739,12700,1.1,2,3,2,2,129.25,1969.34,0
2740,9723,1.1,1,2,0,2,129.25,1290.24,0
2741,8400,0.95,2,3,1,1,111.625,1953.94,0
2742,9610,1.1,2,3,1,2,129.25,1770.1,0
2743,10000,0.95,2,3,1,1,111.625,2186.54,0
2744,10152,1.1,2,3,1,1,129.25,2161.88,0
2745,8092,1.1,2,3,0,1,129.25,1624.16,0
2746,12778,0.95,2,2,0,1,111.625,1637.16,0
2747,10170,1.1,2,2,1,2,129.25,1635.48,0
2748,7700,0.95,1,3,0,2,111.625,1321.42,0
2749,11050,0.95,1,2,1,1,111.625,1625.12,0
2750,13600,0.95,3,3,0,1,111.625,1710.72,0
2751,15428,0.95,2,2,0,1,111.625,1500.46,0
2752,21299,1.15,3,3,3,3,135.125,2378.32,0
2753,13300,0.95,2,2,0,2,111.625,2149.02,0
2754,22136,0.95,5,5,1,3,111.625,4166.48,0
2755,7500,1.1,2,3,0,2,129.25,1553.92,0
2756,10410,0.85,1,2,0,1,99.875,1114.32,0
2757,10914,0.85,1,2,0,2,99.875,1048.4,0
2758,7008,0.9,1,1,0,1,105.75,907.04,0
2759,7200,1.1,2,3,1,2,129.25,2130.2,0
2760,10818,0.9,2,4,1,2,105.75,2222.84,0
2761,10184,1.1,2,3,1,1,129.25,1927.24,0
2762,9510,1.1,2,3,0,1,129.25,1955.14,0
2763,10800,1.1,3,3,2,2,129.25,2843.06,0
2764,11650,1.15,2,2,1,2,135.125,1662.6,0
2765,18275,1.15,4,3,2,2,135.125,3481.28,0
2766,12144,0.9,2,3,0,1,105.75,2205.7,0
2767,8544,0.85,2,2,0,2,99.875,1040,0
2768,8512,0.95,2,4,0,0,111.625,1991.68,0
2769,7000,0.95,1,3,0,1,111.625,1834.74,0
2770,7400,1.15,2,3,0,2,135.125,1612.66,0
2771,7000,0.95,2,3,0,1,111.625,1265.04,0
2772,7000,0.95,2,3,0,0,111.625,1761.46,0
2773,9856,0.95,2,5,0,2,111.625,2419.04,0
2774,9600,0.95,2,3,0,1,111.625,2224.4,0
2775,5520,0.9,1,4,1,1,105.75,2074.72,0
2776,9600,1.1,2,3,0,2,129.25,1783.14,0
2777,6451,1.15,2,4,0,2,135.125,1940.96,0
2778,3960,1.15,1,2,1,1,135.125,1383.6,0
2779,7745,0.9,2,4,0,2,105.75,2243.08,0
2780,7741,1.1,1,2,0,1,129.25,1492.62,0
2781,5633,0.95,1,2,0,1,111.625,1285.36,0
2782,7200,0.9,1,2,0,1,105.75,1094.28,0
2783,7614,0.85,1,2,0,1,99.875,1809.16,0
2784,6000,0.95,2,3,0,2,111.625,1424.64,0
2785,6000,0.95,2,5,0,2,111.625,2070.32,0
2786,7830,0.85,2,1,0,1,99.875,839.84,0
2787,9576,1.1,2,3,0,1,129.25,1503,0
2788,5747,0.85,1,2,0,1,99.875,1135.12,0
2789,6300,1.15,2,5,0,2,135.125,2797.52,0
2790,5976,0.95,2,2,0,0,111.625,1752,0
2791,9750,0.95,1,3,0,2,111.625,1228.8,0
2792,4761,0.85,1,2,0,0,99.875,1398,0
2793,11737,1.1,1,2,1,1,129.25,2147.48,0
2794,6120,0.85,2,3,0,1,99.875,1503.02,0
2795,6120,0.95,1,3,0,1,111.625,1579.88,0
2796,11672,0.95,1,2,0,1,111.625,1250.56,0
2797,33120,1.1,2,5,1,2,129.25,2932.6,0
2798,10320,0.9,2,3,0,2,105.75,1862.4,0
2799,7518,0.95,1,3,0,1,111.625,1538.08,0
2800,9000,0.95,1,2,0,0,111.625,989.8,0
2801,7200,1.1,1,3,0,1,129.25,1520.46,0
2802,12375,0.95,2,3,1,1,111.625,1759.54,0
2803,11136,1.1,2,4,0,2,129.25,2602.88,0
2804,21370,0.95,1,3,1,2,111.625,1838,0
2805,8250,0.95,1,2,1,1,111.625,1138.48,0
2806,5220,0.95,1,2,0,1,111.625,1197.8,0
2807,5500,1.15,3,2,0,1,135.125,1769.66,0
2808,11327,0.95,2,3,1,2,111.625,1866.14,0
2809,10366,1.1,2,2,0,1,129.25,1393.68,0
2810,9000,0.95,2,3,0,1,111.625,1688.74,0
2811,9535,0.95,3,3,1,2,111.625,2368.88,0
2812,7176,1.1,2,3,1,2,129.25,1770.6,0
2813,9662,0.95,2,6,0,2,111.625,2626.56,0
2814,8235,0.95,2,6,0,2,111.625,2679.42,0
2815,17529,0.95,1,2,1,1,111.625,1218.24,0
2816,20355,1.15,2,2,2,2,135.125,3148.28,0
2817,13050,0.95,2,1,2,2,111.625,1886.92,0
2818,10820,0.95,2,2,0,2,111.625,1264.92,0
2819,1700,1.15,4,2,0,1,135.125,2224.5,0
2820,9375,0.9,2,3,1,2,105.75,2044.1,0
2821,6488,0.95,1,3,2,1,111.625,1620.88,0
2822,19950,1.1,2,4,2,3,129.25,2338.76,0
2823,19800,1.1,4,5,2,2,129.25,4860.5,0
2824,11679,0.95,3,3,1,2,111.625,3280.16,0
2825,12048,0.95,1,3,1,2,111.625,1879.68,0
2826,10519,0.95,2,3,0,1,111.625,1352.96,0
2827,9525,1.1,2,5,0,1,129.25,2048.12,0
2828,12128,1.1,3,4,1,2,129.25,3285.5,0
2829,9069,1.1,4,2,0,4,129.25,2457.6,0
2830,11003,1.15,3,3,0,3,135.125,2274.24,0
2831,7488,1.15,2,2,0,2,135.125,1793.46,0
2832,13377,1.1,3,3,1,2,129.25,2921.52,0
2833,11645,1.15,4,2,0,3,135.125,2587.72,0
2834,10984,1.15,3,3,0,2,135.125,2208.96,0
2835,9316,1.15,2,3,1,2,135.125,2184.96,0
2836,9316,1.15,3,3,0,2,135.125,1943.68,0
2837,12000,1.1,3,3,1,2,129.25,2113.06,0
2838,13015,0.95,2,3,0,2,111.625,1408,0
2839,12438,1.1,3,3,1,2,129.25,2054.8,0
2840,8685,1.15,3,3,0,2,135.125,2215.64,0
2841,9272,1.15,3,3,0,2,135.125,2312.36,0
2842,13426,1.15,4,3,1,2,135.125,2567.96,0
2843,8340,1.1,2,3,0,1,129.25,2038.7,0
2844,10385,1.1,3,3,0,3,129.25,2145.94,0
2845,7200,0.95,1,3,0,1,111.625,1254.5,0
2846,9930,1.15,3,3,0,2,135.125,2396.32,0
2847,9468,1.1,4,3,1,2,129.25,2378.5,0
2848,11088,1.15,3,1,1,2,135.125,2208.24,0
2849,8726,1.15,3,4,0,2,135.125,2239.56,0
2850,10566,1.15,4,3,1,3,135.125,3022.08,0
2851,21533,1.15,3,4,1,2,135.125,2462.4,0
2852,11250,1.15,4,3,1,3,135.125,2653.88,0
2853,11250,1.15,4,4,1,2,135.125,2800.3,0
2854,4435,1.1,2,1,0,2,129.25,1418.82,0
2855,8810,1.15,3,3,0,2,135.125,2173.6,0
2856,8581,1.15,3,3,0,2,135.125,2059.28,0
2857,8400,1.15,3,3,0,2,135.125,1951.48,0
2858,8772,1.15,3,3,0,2,135.125,2170.16,0
2859,8777,0.9,3,3,0,2,105.75,1892.76,0
2860,7840,1.1,4,4,0,0,129.25,1617.12,0
2861,16133,0.95,2,2,0,1,111.625,1934.06,0
2862,7162,1.15,3,3,1,2,135.125,2100,0
2863,8050,1.1,2,2,0,0,129.25,1452.88,0
2864,11060,1.15,3,3,1,2,135.125,2855.2,0
2865,3675,1.1,2,2,0,2,129.25,1446.34,0
2866,2522,1.15,2,3,0,2,135.125,2012.6,0
2867,6956,0.9,1,3,0,1,105.75,1110.72,0
2868,7822,1.1,2,3,0,2,129.25,1754,0
2869,8707,0.9,2,4,0,1,105.75,2024.32,0
2870,16012,0.9,3,3,1,2,105.75,2008.06,0
2871,8248,0.9,1,3,1,0,105.75,1754.48,0
2872,8088,0.8,1,1,0,1,94,725.44,0
2873,11388,0.9,1,3,0,1,105.75,1581.16,0
2874,10890,0.95,3,3,0,1,111.625,2163.44,0
2875,6430,1.1,2,3,0,1,129.25,1823.6,0
2876,7000,1.15,2,3,2,1,135.125,2186.36,0
2877,4899,1.1,1,3,0,1,129.25,1969.42,0
2878,9399,1.15,2,4,1,1,135.125,2051.6,0
2879,10164,0.95,2,3,2,1,111.625,2063.2,0
2880,6191,0.95,1,4,0,1,111.625,1649.28,0
2881,21780,1.1,2,3,1,1,129.25,2156.28,0
2882,12400,0.95,2,2,1,1,111.625,2241.76,0
2883,8170,1.15,2,4,1,2,135.125,2136,0
2884,12320,1.15,2,2,2,3,135.125,1849.76,0
2885,14210,1.1,2,3,1,2,129.25,2068.16,0
2886,15600,0.95,3,4,3,1,111.625,3015.64,0
2887,7288,0.95,2,2,0,1,111.625,1455.38,0
2888,7000,1.1,2,3,0,2,129.25,1830.84,0
